Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
08/27/2024,08/29/2024,Coney Island,CI,12994.29,6840000.00,Sample failed PCR on 08/29/2024. Sample was re-ran on 09/10/2024,647635,dPCR-SC2
08/27/2024,08/29/2024,Hunts Point,HP,51257.14,28500000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/27/2024,08/29/2024,Jamaica Bay,JA,58845.71,21800000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/27/2024,08/29/2024,Newtown Creek,NC,37714.29,21200000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/27/2024,08/29/2024,North River,NR,74102.86,46600000.00,,649549,dPCR-SC2
08/27/2024,08/29/2024,Oakwood Beach,OB,101657.14,43900000.00,,243910,dPCR-SC2
08/27/2024,08/29/2024,Owls Head,OH,49805.71,16500000.00,,923524,dPCR-SC2
08/27/2024,08/29/2024,Port Richmond,PR,22960.00,11600000.00,,224516,dPCR-SC2
08/27/2024,08/29/2024,Red Hook,RH,49851.43,19000000.00,,257556,dPCR-SC2
08/27/2024,08/29/2024,Rockaway,RK,1874.29,1140000.00,,117991,dPCR-SC2
08/27/2024,08/29/2024,Tallman Island,TI,54000.00,28100000.00,,457817,dPCR-SC2
08/27/2024,08/29/2024,Wards Island,WI,66925.71,42100000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/03/2024,09/05/2024,26th Ward,26W,40994.29,20000000.00,,318262,dPCR-SC2
09/03/2024,09/05/2024,Bowery Bay,BB,87885.71,33500000.00,,894311,dPCR-SC2
09/03/2024,09/05/2024,Coney Island,CI,29737.14,16000000.00,,647635,dPCR-SC2
09/03/2024,09/05/2024,Hunts Point,HP,32937.14,17200000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/03/2024,09/05/2024,Jamaica Bay,JA,33657.14,12500000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/03/2024,09/05/2024,Newtown Creek,NC,25634.29,14400000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/03/2024,09/05/2024,North River,NR,49931.43,30600000.00,,649549,dPCR-SC2
09/03/2024,09/05/2024,Oakwood Beach,OB,82914.29,33200000.00,,243910,dPCR-SC2
09/03/2024,09/05/2024,Owls Head,OH,33794.29,11600000.00,,923524,dPCR-SC2
09/03/2024,09/05/2024,Port Richmond,PR,25611.43,9070000.00,,224516,dPCR-SC2
09/03/2024,09/05/2024,Red Hook,RH,27771.43,10600000.00,,257556,dPCR-SC2
09/03/2024,09/05/2024,Rockaway,RK,25588.57,16400000.00,,117991,dPCR-SC2
09/03/2024,09/05/2024,Tallman Island,TI,16354.29,7030000.00,,457817,dPCR-SC2
09/03/2024,09/05/2024,Wards Island,WI,56502.86,32100000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/08/2024,09/10/2024,26th Ward,26W,24948.57,13600000.00,,318262,dPCR-SC2
09/08/2024,09/10/2024,Bowery Bay,BB,21600.00,8500000.00,,894311,dPCR-SC2
09/08/2024,09/10/2024,Coney Island,CI,74845.71,39400000.00,,647635,dPCR-SC2
09/08/2024,09/10/2024,Hunts Point,HP,32297.14,16900000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/08/2024,09/10/2024,Jamaica Bay,JA,33691.43,12800000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/08/2024,09/10/2024,Newtown Creek,NC,41828.57,22700000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/08/2024,09/10/2024,North River,NR,58594.29,34100000.00,,649549,dPCR-SC2
09/08/2024,09/10/2024,Oakwood Beach,OB,78857.14,30400000.00,,243910,dPCR-SC2
09/08/2024,09/10/2024,Owls Head,OH,49188.57,16700000.00,,923524,dPCR-SC2
09/08/2024,09/10/2024,Port Richmond,PR,8205.71,3040000.00,,224516,dPCR-SC2
09/08/2024,09/10/2024,Red Hook,RH,60262.86,24800000.00,,257556,dPCR-SC2
09/08/2024,09/10/2024,Rockaway,RK,25051.43,16100000.00,,117991,dPCR-SC2
09/08/2024,09/10/2024,Tallman Island,TI,32731.43,16500000.00,,457817,dPCR-SC2
09/08/2024,09/10/2024,Wards Island,WI,51222.86,29100000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/10/2024,09/12/2024,26th Ward,26W,35040.00,17900000.00,,318262,dPCR-SC2
09/10/2024,09/12/2024,Bowery Bay,BB,65462.86,24100000.00,,894311,dPCR-SC2
09/10/2024,09/12/2024,Coney Island,CI,11531.43,5590000.00,,647635,dPCR-SC2
09/10/2024,09/12/2024,Hunts Point,HP,40845.71,20400000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/10/2024,09/12/2024,Jamaica Bay,JA,55177.14,19300000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/10/2024,09/12/2024,Newtown Creek,NC,39965.71,22400000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/10/2024,09/12/2024,North River,NR,42080.00,23500000.00,,649549,dPCR-SC2
09/10/2024,09/12/2024,Oakwood Beach,OB,138628.57,50800000.00,,243910,dPCR-SC2
09/10/2024,09/12/2024,Owls Head,OH,25440.00,8450000.00,,923524,dPCR-SC2
09/10/2024,09/12/2024,Port Richmond,PR,20194.29,6810000.00,,224516,dPCR-SC2
09/10/2024,09/12/2024,Red Hook,RH,71417.14,27300000.00,,257556,dPCR-SC2
09/10/2024,09/12/2024,Rockaway,RK,27440.00,15800000.00,,117991,dPCR-SC2
09/10/2024,09/12/2024,Tallman Island,TI,23622.86,10400000.00,,457817,dPCR-SC2
09/10/2024,09/12/2024,Wards Island,WI,42022.86,23500000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/15/2024,09/17/2024,26th Ward,26W,36822.86,18800000.00,,318262,dPCR-SC2
09/15/2024,09/17/2024,Bowery Bay,BB,2994.29,1220000.00,,894311,dPCR-SC2
09/15/2024,09/17/2024,Coney Island,CI,47862.86,24900000.00,,647635,dPCR-SC2
09/15/2024,09/17/2024,Hunts Point,HP,30731.43,15600000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/15/2024,09/17/2024,Jamaica Bay,JA,57634.29,21700000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/15/2024,09/17/2024,Newtown Creek,NC,21462.86,11800000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/15/2024,09/17/2024,North River,NR,35748.57,21900000.00,,649549,dPCR-SC2
09/15/2024,09/17/2024,Oakwood Beach,OB,97314.29,37300000.00,,243910,dPCR-SC2
09/15/2024,09/17/2024,Owls Head,OH,56102.86,18600000.00,,923524,dPCR-SC2
09/15/2024,09/17/2024,Port Richmond,PR,53097.14,18800000.00,,224516,dPCR-SC2
09/15/2024,09/17/2024,Red Hook,RH,76342.86,28100000.00,,257556,dPCR-SC2
09/15/2024,09/17/2024,Rockaway,RK,33062.86,21200000.00,,117991,dPCR-SC2
09/15/2024,09/17/2024,Tallman Island,TI,32720.00,14900000.00,,457817,dPCR-SC2
09/15/2024,09/17/2024,Wards Island,WI,36034.29,21400000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/17/2024,09/19/2024,26th Ward,26W,101120.00,50500000.00,,318262,dPCR-SC2
09/17/2024,09/19/2024,Bowery Bay,BB,55394.29,22300000.00,,894311,dPCR-SC2
09/17/2024,09/19/2024,Coney Island,CI,45062.86,21100000.00,,647635,dPCR-SC2
09/17/2024,09/19/2024,Hunts Point,HP,35977.14,17400000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/17/2024,09/19/2024,Jamaica Bay,JA,29988.57,11000000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/17/2024,09/19/2024,Newtown Creek,NC,30468.57,17600000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/17/2024,09/19/2024,North River,NR,53565.71,33700000.00,,649549,dPCR-SC2
09/17/2024,09/19/2024,Oakwood Beach,OB,132685.71,49800000.00,,243910,dPCR-SC2
09/17/2024,09/19/2024,Owls Head,OH,31828.57,10700000.00,,923524,dPCR-SC2
09/17/2024,09/19/2024,Port Richmond,PR,15188.57,5120000.00,,224516,dPCR-SC2
09/17/2024,09/19/2024,Red Hook,RH,73885.71,28200000.00,,257556,dPCR-SC2
09/17/2024,09/19/2024,Rockaway,RK,104937.14,67300000.00,,117991,dPCR-SC2
09/17/2024,09/19/2024,Tallman Island,TI,80194.29,35100000.00,,457817,dPCR-SC2
09/17/2024,09/19/2024,Wards Island,WI,304000.00,177000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/22/2024,09/24/2024,26th Ward,26W,16011.43,8570000.00,,318262,dPCR-SC2
09/22/2024,09/24/2024,Bowery Bay,BB,32045.71,14900000.00,,894311,dPCR-SC2
09/22/2024,09/24/2024,Coney Island,CI,23668.57,13000000.00,,647635,dPCR-SC2
09/22/2024,09/24/2024,Hunts Point,HP,37840.00,20300000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/22/2024,09/24/2024,Jamaica Bay,JA,18960.00,7320000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/22/2024,09/24/2024,Newtown Creek,NC,32217.14,18400000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/22/2024,09/24/2024,North River,NR,41851.43,25400000.00,,649549,dPCR-SC2
09/22/2024,09/24/2024,Oakwood Beach,OB,51760.00,22200000.00,,243910,dPCR-SC2
09/22/2024,09/24/2024,Owls Head,OH,51074.29,18000000.00,,923524,dPCR-SC2
09/22/2024,09/24/2024,Port Richmond,PR,26445.71,9810000.00,,224516,dPCR-SC2
09/22/2024,09/24/2024,Red Hook,RH,61211.43,23400000.00,,257556,dPCR-SC2
09/22/2024,09/24/2024,Rockaway,RK,29942.86,23100000.00,,117991,dPCR-SC2
09/22/2024,09/24/2024,Tallman Island,TI,92342.86,41200000.00,,457817,dPCR-SC2
09/22/2024,09/24/2024,Wards Island,WI,41622.86,23800000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/24/2024,09/26/2024,26th Ward,26W,23760.00,12200000.00,,318262,dPCR-SC2
09/24/2024,09/26/2024,Bowery Bay,BB,41657.14,17100000.00,,894311,dPCR-SC2
09/24/2024,09/26/2024,Coney Island,CI,37394.29,21000000.00,,647635,dPCR-SC2
09/24/2024,09/26/2024,Hunts Point,HP,59862.86,29300000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/24/2024,09/26/2024,Jamaica Bay,JA,26068.57,9530000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/24/2024,09/26/2024,Newtown Creek,NC,84514.29,48500000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/24/2024,09/26/2024,North River,NR,53497.14,34000000.00,,649549,dPCR-SC2
09/24/2024,09/26/2024,Oakwood Beach,OB,112674.29,41600000.00,,243910,dPCR-SC2
09/24/2024,09/26/2024,Owls Head,OH,71108.57,22400000.00,,923524,dPCR-SC2
09/24/2024,09/26/2024,Port Richmond,PR,20948.57,7420000.00,,224516,dPCR-SC2
09/24/2024,09/26/2024,Red Hook,RH,43360.00,16600000.00,,257556,dPCR-SC2
09/24/2024,09/26/2024,Rockaway,RK,55565.71,41000000.00,,117991,dPCR-SC2
09/24/2024,09/26/2024,Tallman Island,TI,59165.71,24900000.00,,457817,dPCR-SC2
09/24/2024,09/26/2024,Wards Island,WI,62765.71,35600000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
09/29/2024,10/01/2024,26th Ward,26W,10091.43,7560000.00,,318262,dPCR-SC2
09/29/2024,10/01/2024,Bowery Bay,BB,16205.71,13200000.00,,894311,dPCR-SC2
09/29/2024,10/01/2024,Coney Island,CI,16480.00,10700000.00,,647635,dPCR-SC2
09/29/2024,10/01/2024,Hunts Point,HP,21977.14,14300000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
09/29/2024,10/01/2024,Jamaica Bay,JA,11634.29,5270000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
09/29/2024,10/01/2024,Newtown Creek,NC,28685.71,25800000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
09/29/2024,10/01/2024,North River,NR,27085.71,25300000.00,,649549,dPCR-SC2
09/29/2024,10/01/2024,Oakwood Beach,OB,78240.00,34400000.00,,243910,dPCR-SC2
09/29/2024,10/01/2024,Owls Head,OH,51200.00,19100000.00,,923524,dPCR-SC2
09/29/2024,10/01/2024,Port Richmond,PR,17691.43,9250000.00,,224516,dPCR-SC2
09/29/2024,10/01/2024,Red Hook,RH,17645.71,10600000.00,,257556,dPCR-SC2
09/29/2024,10/01/2024,Rockaway,RK,38080.00,28100000.00,,117991,dPCR-SC2
09/29/2024,10/01/2024,Tallman Island,TI,24274.29,11400000.00,,457817,dPCR-SC2
09/29/2024,10/01/2024,Wards Island,WI,30731.43,24700000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
10/01/2024,10/03/2024,26th Ward,26W,9497.14,4970000.00,,318262,dPCR-SC2
10/01/2024,10/03/2024,Bowery Bay,BB,51108.57,21200000.00,,894311,dPCR-SC2
10/01/2024,10/03/2024,Coney Island,CI,3040.00,1530000.00,,647635,dPCR-SC2
10/01/2024,10/03/2024,Hunts Point,HP,23794.29,12000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
10/01/2024,10/03/2024,Jamaica Bay,JA,6800.00,2490000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
10/01/2024,10/03/2024,Newtown Creek,NC,22137.14,13000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
10/01/2024,10/03/2024,North River,NR,22171.43,11600000.00,,649549,dPCR-SC2
10/01/2024,10/03/2024,Oakwood Beach,OB,35942.86,13600000.00,,243910,dPCR-SC2
10/01/2024,10/03/2024,Owls Head,OH,18502.86,5610000.00,,923524,dPCR-SC2
10/01/2024,10/03/2024,Port Richmond,PR,15645.71,5540000.00,,224516,dPCR-SC2
10/01/2024,10/03/2024,Red Hook,RH,22034.29,8100000.00,,257556,dPCR-SC2
10/01/2024,10/03/2024,Rockaway,RK,14948.57,10600000.00,,117991,dPCR-SC2
10/01/2024,10/03/2024,Tallman Island,TI,25497.14,14500000.00,,457817,dPCR-SC2
10/01/2024,10/03/2024,Wards Island,WI,25908.57,15000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
10/06/2024,10/08/2024,26th Ward,26W,7714.29,4130000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,318262,dPCR-SC2
10/06/2024,10/08/2024,Bowery Bay,BB,,,Controls failed on 10/08/24. Re-ran on 10/28/24,894311,dPCR-SC2
10/06/2024,10/08/2024,Coney Island,CI,9737.14,4670000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,647635,dPCR-SC2
10/06/2024,10/08/2024,Hunts Point,HP,14582.86,7340000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,781885,dPCR-SC2
10/06/2024,10/08/2024,Jamaica Bay,JA,6285.71,2300000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,735054,dPCR-SC2
10/06/2024,10/08/2024,Newtown Creek,NC,19074.29,10400000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,1227810,dPCR-SC2
10/06/2024,10/08/2024,North River,NR,4571.43,2770000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,649549,dPCR-SC2
10/06/2024,10/08/2024,Oakwood Beach,OB,70925.71,26900000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,243910,dPCR-SC2
10/06/2024,10/08/2024,Owls Head,OH,14354.29,4650000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,923524,dPCR-SC2
10/06/2024,10/08/2024,Port Richmond,PR,7577.14,2560000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,224516,dPCR-SC2
10/06/2024,10/08/2024,Red Hook,RH,16651.43,5870000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,257556,dPCR-SC2
10/06/2024,10/08/2024,Rockaway,RK,19337.14,13000000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,117991,dPCR-SC2
10/06/2024,10/08/2024,Tallman Island,TI,14537.14,6250000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,457817,dPCR-SC2
10/06/2024,10/08/2024,Wards Island,WI,21028.57,11700000.00,Controls failed on 10/08/24. Re-ran on 10/28/24,1173448,dPCR-SC2
10/08/2024,10/10/2024,26th Ward,26W,4742.86,2430000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,318262,dPCR-SC2
10/08/2024,10/10/2024,Bowery Bay,BB,6605.71,2520000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,894311,dPCR-SC2
10/08/2024,10/10/2024,Coney Island,CI,17622.86,8240000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,647635,dPCR-SC2
10/08/2024,10/10/2024,Hunts Point,HP,7920.00,3600000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,781885,dPCR-SC2
10/08/2024,10/10/2024,Jamaica Bay,JA,13462.86,4710000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,735054,dPCR-SC2
10/08/2024,10/10/2024,Newtown Creek,NC,29851.43,16700000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,1227810,dPCR-SC2
10/08/2024,10/10/2024,North River,NR,10468.57,6770000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,649549,dPCR-SC2
10/08/2024,10/10/2024,Oakwood Beach,OB,114228.57,41700000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,243910,dPCR-SC2
10/08/2024,10/10/2024,Owls Head,OH,13382.86,4220000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,923524,dPCR-SC2
10/08/2024,10/10/2024,Port Richmond,PR,10171.43,3430000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,224516,dPCR-SC2
10/08/2024,10/10/2024,Red Hook,RH,55565.71,20400000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,257556,dPCR-SC2
10/08/2024,10/10/2024,Rockaway,RK,19942.86,12800000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,117991,dPCR-SC2
10/08/2024,10/10/2024,Tallman Island,TI,18205.71,7680000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,457817,dPCR-SC2
10/08/2024,10/10/2024,Wards Island,WI,18640.00,10200000.00,Controls failed on 10/10/24. Re-ran on 10/28/24.,1173448,dPCR-SC2
10/15/2024,10/17/2024,26th Ward,26W,10697.14,5340000.00,,318262,dPCR-SC2
10/15/2024,10/17/2024,Bowery Bay,BB,25828.57,9400000.00,,894311,dPCR-SC2
10/15/2024,10/17/2024,Coney Island,CI,19417.14,9080000.00,,647635,dPCR-SC2
10/15/2024,10/17/2024,Hunts Point,HP,9782.86,4500000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
10/15/2024,10/17/2024,Jamaica Bay,JA,20194.29,7180000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
10/15/2024,10/17/2024,Newtown Creek,NC,61760.00,34500000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
10/15/2024,10/17/2024,North River,NR,12948.57,7550000.00,,649549,dPCR-SC2
10/15/2024,10/17/2024,Oakwood Beach,OB,44171.43,15400000.00,,243910,dPCR-SC2
10/15/2024,10/17/2024,Owls Head,OH,25474.29,8350000.00,,923524,dPCR-SC2
10/15/2024,10/17/2024,Port Richmond,PR,1897.14,608000.00,,224516,dPCR-SC2
10/15/2024,10/17/2024,Red Hook,RH,13862.86,5090000.00,,257556,dPCR-SC2
10/15/2024,10/17/2024,Rockaway,RK,9977.14,6080000.00,,117991,dPCR-SC2
10/15/2024,10/17/2024,Tallman Island,TI,7862.86,3190000.00,,457817,dPCR-SC2
10/15/2024,10/17/2024,Wards Island,WI,4800.00,2510000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
10/22/2024,10/24/2024,26th Ward,26W,7714.29,3950000.00,,318262,dPCR-SC2
10/22/2024,10/24/2024,Bowery Bay,BB,18651.43,6790000.00,,894311,dPCR-SC2
10/22/2024,10/24/2024,Coney Island,CI,10320.00,4830000.00,,647635,dPCR-SC2
10/22/2024,10/24/2024,Hunts Point,HP,11120.00,5280000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
10/22/2024,10/24/2024,Jamaica Bay,JA,17737.14,6210000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
10/22/2024,10/24/2024,Newtown Creek,NC,80754.29,44600000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
10/22/2024,10/24/2024,North River,NR,16640.00,10500000.00,,649549,dPCR-SC2
10/22/2024,10/24/2024,Oakwood Beach,OB,53702.86,17500000.00,,243910,dPCR-SC2
10/22/2024,10/24/2024,Owls Head,OH,9554.29,3050000.00,,923524,dPCR-SC2
10/22/2024,10/24/2024,Port Richmond,PR,6308.57,2130000.00,,224516,dPCR-SC2
10/22/2024,10/24/2024,Red Hook,RH,111737.14,39400000.00,,257556,dPCR-SC2
10/22/2024,10/24/2024,Rockaway,RK,4365.71,2660000.00,,117991,dPCR-SC2
10/22/2024,10/24/2024,Tallman Island,TI,20045.71,8950000.00,,457817,dPCR-SC2
10/22/2024,10/24/2024,Wards Island,WI,15634.29,8320000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
10/27/2024,10/29/2024,26th Ward,26W,7714.29,4310000.00,,318262,dPCR-SC2
10/27/2024,10/29/2024,Bowery Bay,BB,3588.57,1320000.00,,894311,dPCR-SC2
10/27/2024,10/29/2024,Coney Island,CI,3645.71,1700000.00,,647635,dPCR-SC2
10/27/2024,10/29/2024,Hunts Point,HP,10960.00,5040000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
10/27/2024,10/29/2024,Jamaica Bay,JA,15291.43,5590000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
10/27/2024,10/29/2024,Newtown Creek,NC,26822.86,14200000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
10/27/2024,10/29/2024,North River,NR,8000.00,4520000.00,,649549,dPCR-SC2
10/27/2024,10/29/2024,Oakwood Beach,OB,445600.00,152000000.00,,243910,dPCR-SC2
10/27/2024,10/29/2024,Owls Head,OH,3188.57,1070000.00,,923524,dPCR-SC2
10/27/2024,10/29/2024,Port Richmond,PR,6308.57,2130000.00,,224516,dPCR-SC2
10/27/2024,10/29/2024,Red Hook,RH,44777.14,15800000.00,,257556,dPCR-SC2
10/27/2024,10/29/2024,Rockaway,RK,7485.71,4320000.00,,117991,dPCR-SC2
10/27/2024,10/29/2024,Tallman Island,TI,23028.57,9140000.00,,457817,dPCR-SC2
10/27/2024,10/29/2024,Wards Island,WI,30000.00,15900000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
11/03/2024,11/06/2024,26th Ward,26W,13051.43,7140000.00,,318262,dPCR-SC2
11/03/2024,11/06/2024,Bowery Bay,BB,12011.43,4420000.00,,894311,dPCR-SC2
11/03/2024,11/06/2024,Coney Island,CI,8514.29,3980000.00,,647635,dPCR-SC2
11/03/2024,11/06/2024,Hunts Point,HP,5485.71,2660000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
11/03/2024,11/06/2024,Jamaica Bay,JA,15302.86,5520000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
11/03/2024,11/06/2024,Newtown Creek,NC,20400.00,10800000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
11/03/2024,11/06/2024,North River,NR,20937.14,11600000.00,,649549,dPCR-SC2
11/03/2024,11/06/2024,Oakwood Beach,OB,10708.57,3960000.00,,243910,dPCR-SC2
11/03/2024,11/06/2024,Owls Head,OH,7668.57,2610000.00,,923524,dPCR-SC2
11/03/2024,11/06/2024,Port Richmond,PR,11988.57,3840000.00,,224516,dPCR-SC2
11/03/2024,11/06/2024,Red Hook,RH,18902.86,6950000.00,,257556,dPCR-SC2
11/03/2024,11/06/2024,Rockaway,RK,8720.00,5040000.00,,117991,dPCR-SC2
11/03/2024,11/06/2024,Tallman Island,TI,21234.29,8600000.00,,457817,dPCR-SC2
11/03/2024,11/06/2024,Wards Island,WI,12628.57,6640000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
11/17/2024,11/19/2024,26th Ward,26W,15474.29,8470000.00,,318262,dPCR-SC2
11/17/2024,11/19/2024,Bowery Bay,BB,19200.00,8130000.00,,894311,dPCR-SC2
11/17/2024,11/19/2024,Coney Island,CI,23474.29,10800000.00,,647635,dPCR-SC2
11/17/2024,11/19/2024,Hunts Point,HP,25622.86,12300000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
11/17/2024,11/19/2024,Jamaica Bay,JA,19611.43,7070000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
11/17/2024,11/19/2024,Newtown Creek,NC,32845.71,17400000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
11/17/2024,11/19/2024,North River,NR,20342.86,11700000.00,,649549,dPCR-SC2
11/17/2024,11/19/2024,Oakwood Beach,OB,56217.14,22200000.00,,243910,dPCR-SC2
11/17/2024,11/19/2024,Owls Head,OH,240000.00,85600000.00,,923524,dPCR-SC2
11/17/2024,11/19/2024,Port Richmond,PR,14251.43,4570000.00,,224516,dPCR-SC2
11/17/2024,11/19/2024,Red Hook,RH,20217.14,7130000.00,,257556,dPCR-SC2
11/17/2024,11/19/2024,Rockaway,RK,18720.00,12600000.00,,117991,dPCR-SC2
11/17/2024,11/19/2024,Tallman Island,TI,77302.86,33200000.00,,457817,dPCR-SC2
11/17/2024,11/19/2024,Wards Island,WI,23988.57,12800000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
11/19/2024,11/21/2024,26th Ward,26W,32891.43,17600000.00,,318262,dPCR-SC2
11/19/2024,11/21/2024,Bowery Bay,BB,80628.57,28700000.00,,894311,dPCR-SC2
11/19/2024,11/21/2024,Coney Island,CI,34000.00,14300000.00,,647635,dPCR-SC2
11/19/2024,11/21/2024,Hunts Point,HP,34171.43,14900000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
